cuda
(19376, 2304)
(6459, 2304)
Learning rate: 0.01
Batch size: 50
-------------------
0 tensor(1.9012, device='cuda:0', grad_fn=<DivBackward0>)
91 tensor(0.1126, device='cuda:0', grad_fn=<DivBackward0>)
92 tensor(0.1100, device='cuda:0', grad_fn=<DivBackward0>)
93 tensor(0.1067, device='cuda:0', grad_fn=<DivBackward0>)
94 tensor(0.1036, device='cuda:0', grad_fn=<DivBackward0>)
95 tensor(0.1007, device='cuda:0', grad_fn=<DivBackward0>)
96 tensor(0.0981, device='cuda:0', grad_fn=<DivBackward0>)
97 tensor(0.0947, device='cuda:0', grad_fn=<DivBackward0>)
98 tensor(0.0920, device='cuda:0', grad_fn=<DivBackward0>)
99 tensor(0.0909, device='cuda:0', grad_fn=<DivBackward0>)
Train f-1: 98.7040111986137
Test f-1: 34.7816099384854
Learning rate: 0.05
Batch size: 100
-------------------
0 tensor(1.8449, device='cuda:0', grad_fn=<DivBackward0>)
1 tensor(1.7746, device='cuda:0', grad_fn=<DivBackward0>)
2 tensor(1.7408, device='cuda:0', grad_fn=<DivBackward0>)
3 tensor(1.7076, device='cuda:0', grad_fn=<DivBackward0>)
4 tensor(1.6747, device='cuda:0', grad_fn=<DivBackward0>)
5 tensor(1.6482, device='cuda:0', grad_fn=<DivBackward0>)
6 tensor(1.6275, device='cuda:0', grad_fn=<DivBackward0>)
7 tensor(1.6110, device='cuda:0', grad_fn=<DivBackward0>)
8 tensor(1.5972, device='cuda:0', grad_fn=<DivBackward0>)
9 tensor(1.5844, device='cuda:0', grad_fn=<DivBackward0>)
10 tensor(1.5723, device='cuda:0', grad_fn=<DivBackward0>)
11 tensor(1.5603, device='cuda:0', grad_fn=<DivBackward0>)
12 tensor(1.5491, device='cuda:0', grad_fn=<DivBackward0>)
13 tensor(1.5377, device='cuda:0', grad_fn=<DivBackward0>)
14 tensor(1.5267, device='cuda:0', grad_fn=<DivBackward0>)
15 tensor(1.5162, device='cuda:0', grad_fn=<DivBackward0>)
16 tensor(1.5053, device='cuda:0', grad_fn=<DivBackward0>)
17 tensor(1.4942, device='cuda:0', grad_fn=<DivBackward0>)
18 tensor(1.4836, device='cuda:0', grad_fn=<DivBackward0>)
19 tensor(1.4727, device='cuda:0', grad_fn=<DivBackward0>)
20 tensor(1.4621, device='cuda:0', grad_fn=<DivBackward0>)
21 tensor(1.4514, device='cuda:0', grad_fn=<DivBackward0>)
22 tensor(1.4404, device='cuda:0', grad_fn=<DivBackward0>)
23 tensor(1.4297, device='cuda:0', grad_fn=<DivBackward0>)
24 tensor(1.4188, device='cuda:0', grad_fn=<DivBackward0>)
25 tensor(1.4077, device='cuda:0', grad_fn=<DivBackward0>)
26 tensor(1.3962, device='cuda:0', grad_fn=<DivBackward0>)
27 tensor(1.3852, device='cuda:0', grad_fn=<DivBackward0>)
28 tensor(1.3733, device='cuda:0', grad_fn=<DivBackward0>)
29 tensor(1.3618, device='cuda:0', grad_fn=<DivBackward0>)
30 tensor(1.3508, device='cuda:0', grad_fn=<DivBackward0>)
31 tensor(1.3389, device='cuda:0', grad_fn=<DivBackward0>)
32 tensor(1.3262, device='cuda:0', grad_fn=<DivBackward0>)
33 tensor(1.3143, device='cuda:0', grad_fn=<DivBackward0>)
34 tensor(1.3016, device='cuda:0', grad_fn=<DivBackward0>)
35 tensor(1.2898, device='cuda:0', grad_fn=<DivBackward0>)
36 tensor(1.2768, device='cuda:0', grad_fn=<DivBackward0>)
37 tensor(1.2633, device='cuda:0', grad_fn=<DivBackward0>)
38 tensor(1.2511, device='cuda:0', grad_fn=<DivBackward0>)
39 tensor(1.2379, device='cuda:0', grad_fn=<DivBackward0>)
40 tensor(1.2245, device='cuda:0', grad_fn=<DivBackward0>)
41 tensor(1.2105, device='cuda:0', grad_fn=<DivBackward0>)
42 tensor(1.1969, device='cuda:0', grad_fn=<DivBackward0>)
43 tensor(1.1833, device='cuda:0', grad_fn=<DivBackward0>)
44 tensor(1.1695, device='cuda:0', grad_fn=<DivBackward0>)
45 tensor(1.1556, device='cuda:0', grad_fn=<DivBackward0>)
46 tensor(1.1423, device='cuda:0', grad_fn=<DivBackward0>)
47 tensor(1.1264, device='cuda:0', grad_fn=<DivBackward0>)
48 tensor(1.1133, device='cuda:0', grad_fn=<DivBackward0>)
49 tensor(1.0982, device='cuda:0', grad_fn=<DivBackward0>)
50 tensor(1.0844, device='cuda:0', grad_fn=<DivBackward0>)
51 tensor(1.0688, device='cuda:0', grad_fn=<DivBackward0>)
52 tensor(1.0545, device='cuda:0', grad_fn=<DivBackward0>)
53 tensor(1.0393, device='cuda:0', grad_fn=<DivBackward0>)
54 tensor(1.0257, device='cuda:0', grad_fn=<DivBackward0>)
55 tensor(1.0111, device='cuda:0', grad_fn=<DivBackward0>)
56 tensor(0.9960, device='cuda:0', grad_fn=<DivBackward0>)
57 tensor(0.9817, device='cuda:0', grad_fn=<DivBackward0>)
58 tensor(0.9669, device='cuda:0', grad_fn=<DivBackward0>)
59 tensor(0.9524, device='cuda:0', grad_fn=<DivBackward0>)
60 tensor(0.9374, device='cuda:0', grad_fn=<DivBackward0>)
61 tensor(0.9232, device='cuda:0', grad_fn=<DivBackward0>)
62 tensor(0.9081, device='cuda:0', grad_fn=<DivBackward0>)
63 tensor(0.8935, device='cuda:0', grad_fn=<DivBackward0>)
64 tensor(0.8796, device='cuda:0', grad_fn=<DivBackward0>)
65 tensor(0.8649, device='cuda:0', grad_fn=<DivBackward0>)
66 tensor(0.8509, device='cuda:0', grad_fn=<DivBackward0>)
67 tensor(0.8374, device='cuda:0', grad_fn=<DivBackward0>)
68 tensor(0.8234, device='cuda:0', grad_fn=<DivBackward0>)
69 tensor(0.8091, device='cuda:0', grad_fn=<DivBackward0>)
70 tensor(0.7949, device='cuda:0', grad_fn=<DivBackward0>)
71 tensor(0.7810, device='cuda:0', grad_fn=<DivBackward0>)
72 tensor(0.7674, device='cuda:0', grad_fn=<DivBackward0>)
73 tensor(0.7543, device='cuda:0', grad_fn=<DivBackward0>)
74 tensor(0.7413, device='cuda:0', grad_fn=<DivBackward0>)
75 tensor(0.7279, device='cuda:0', grad_fn=<DivBackward0>)
76 tensor(0.7153, device='cuda:0', grad_fn=<DivBackward0>)
77 tensor(0.7021, device='cuda:0', grad_fn=<DivBackward0>)
78 tensor(0.6891, device='cuda:0', grad_fn=<DivBackward0>)
79 tensor(0.6773, device='cuda:0', grad_fn=<DivBackward0>)
80 tensor(0.6646, device='cuda:0', grad_fn=<DivBackward0>)
81 tensor(0.6515, device='cuda:0', grad_fn=<DivBackward0>)
82 tensor(0.6401, device='cuda:0', grad_fn=<DivBackward0>)
83 tensor(0.6282, device='cuda:0', grad_fn=<DivBackward0>)
84 tensor(0.6159, device='cuda:0', grad_fn=<DivBackward0>)
85 tensor(0.6038, device='cuda:0', grad_fn=<DivBackward0>)
86 tensor(0.5931, device='cuda:0', grad_fn=<DivBackward0>)
87 tensor(0.5817, device='cuda:0', grad_fn=<DivBackward0>)
88 tensor(0.5710, device='cuda:0', grad_fn=<DivBackward0>)
89 tensor(0.5608, device='cuda:0', grad_fn=<DivBackward0>)
90 tensor(0.5490, device='cuda:0', grad_fn=<DivBackward0>)
91 tensor(0.5389, device='cuda:0', grad_fn=<DivBackward0>)
92 tensor(0.5282, device='cuda:0', grad_fn=<DivBackward0>)
93 tensor(0.5187, device='cuda:0', grad_fn=<DivBackward0>)
94 tensor(0.5084, device='cuda:0', grad_fn=<DivBackward0>)
95 tensor(0.4982, device='cuda:0', grad_fn=<DivBackward0>)
96 tensor(0.4892, device='cuda:0', grad_fn=<DivBackward0>)
97 tensor(0.4798, device='cuda:0', grad_fn=<DivBackward0>)
98 tensor(0.4700, device='cuda:0', grad_fn=<DivBackward0>)
99 tensor(0.4610, device='cuda:0', grad_fn=<DivBackward0>)
Train f-1: 84.50317310021566
Test f-1: 33.13000964328149
Learning rate: 0.05
Batch size: 500
-------------------
0 tensor(1.9137, device='cuda:0', grad_fn=<DivBackward0>)
1 tensor(1.8675, device='cuda:0', grad_fn=<DivBackward0>)
2 tensor(1.8380, device='cuda:0', grad_fn=<DivBackward0>)
3 tensor(1.8179, device='cuda:0', grad_fn=<DivBackward0>)
4 tensor(1.8031, device='cuda:0', grad_fn=<DivBackward0>)
5 tensor(1.7917, device='cuda:0', grad_fn=<DivBackward0>)
6 tensor(1.7821, device='cuda:0', grad_fn=<DivBackward0>)
7 tensor(1.7741, device='cuda:0', grad_fn=<DivBackward0>)
8 tensor(1.7673, device='cuda:0', grad_fn=<DivBackward0>)
9 tensor(1.7610, device='cuda:0', grad_fn=<DivBackward0>)
10 tensor(1.7547, device='cuda:0', grad_fn=<DivBackward0>)
11 tensor(1.7493, device='cuda:0', grad_fn=<DivBackward0>)
12 tensor(1.7436, device='cuda:0', grad_fn=<DivBackward0>)
13 tensor(1.7378, device='cuda:0', grad_fn=<DivBackward0>)
14 tensor(1.7314, device='cuda:0', grad_fn=<DivBackward0>)
15 tensor(1.7255, device='cuda:0', grad_fn=<DivBackward0>)
16 tensor(1.7187, device='cuda:0', grad_fn=<DivBackward0>)
17 tensor(1.7121, device='cuda:0', grad_fn=<DivBackward0>)
18 tensor(1.7054, device='cuda:0', grad_fn=<DivBackward0>)
19 tensor(1.6990, device='cuda:0', grad_fn=<DivBackward0>)
20 tensor(1.6919, device='cuda:0', grad_fn=<DivBackward0>)
21 tensor(1.6853, device='cuda:0', grad_fn=<DivBackward0>)
22 tensor(1.6786, device='cuda:0', grad_fn=<DivBackward0>)
23 tensor(1.6720, device='cuda:0', grad_fn=<DivBackward0>)
24 tensor(1.6662, device='cuda:0', grad_fn=<DivBackward0>)
25 tensor(1.6600, device='cuda:0', grad_fn=<DivBackward0>)
26 tensor(1.6543, device='cuda:0', grad_fn=<DivBackward0>)
27 tensor(1.6492, device='cuda:0', grad_fn=<DivBackward0>)
28 tensor(1.6442, device='cuda:0', grad_fn=<DivBackward0>)
29 tensor(1.6394, device='cuda:0', grad_fn=<DivBackward0>)
30 tensor(1.6349, device='cuda:0', grad_fn=<DivBackward0>)
31 tensor(1.6307, device='cuda:0', grad_fn=<DivBackward0>)
32 tensor(1.6270, device='cuda:0', grad_fn=<DivBackward0>)
33 tensor(1.6228, device='cuda:0', grad_fn=<DivBackward0>)
34 tensor(1.6189, device='cuda:0', grad_fn=<DivBackward0>)
35 tensor(1.6153, device='cuda:0', grad_fn=<DivBackward0>)
36 tensor(1.6113, device='cuda:0', grad_fn=<DivBackward0>)
37 tensor(1.6086, device='cuda:0', grad_fn=<DivBackward0>)
38 tensor(1.6050, device='cuda:0', grad_fn=<DivBackward0>)
39 tensor(1.6020, device='cuda:0', grad_fn=<DivBackward0>)
40 tensor(1.5987, device='cuda:0', grad_fn=<DivBackward0>)
41 tensor(1.5954, device='cuda:0', grad_fn=<DivBackward0>)
42 tensor(1.5929, device='cuda:0', grad_fn=<DivBackward0>)
43 tensor(1.5903, device='cuda:0', grad_fn=<DivBackward0>)
44 tensor(1.5877, device='cuda:0', grad_fn=<DivBackward0>)
45 tensor(1.5846, device='cuda:0', grad_fn=<DivBackward0>)
46 tensor(1.5819, device='cuda:0', grad_fn=<DivBackward0>)
47 tensor(1.5794, device='cuda:0', grad_fn=<DivBackward0>)
48 tensor(1.5766, device='cuda:0', grad_fn=<DivBackward0>)
49 tensor(1.5738, device='cuda:0', grad_fn=<DivBackward0>)
50 tensor(1.5714, device='cuda:0', grad_fn=<DivBackward0>)
51 tensor(1.5688, device='cuda:0', grad_fn=<DivBackward0>)
52 tensor(1.5664, device='cuda:0', grad_fn=<DivBackward0>)
53 tensor(1.5637, device='cuda:0', grad_fn=<DivBackward0>)
54 tensor(1.5611, device='cuda:0', grad_fn=<DivBackward0>)
55 tensor(1.5588, device='cuda:0', grad_fn=<DivBackward0>)
56 tensor(1.5563, device='cuda:0', grad_fn=<DivBackward0>)
57 tensor(1.5541, device='cuda:0', grad_fn=<DivBackward0>)
58 tensor(1.5512, device='cuda:0', grad_fn=<DivBackward0>)
59 tensor(1.5491, device='cuda:0', grad_fn=<DivBackward0>)
60 tensor(1.5465, device='cuda:0', grad_fn=<DivBackward0>)
61 tensor(1.5441, device='cuda:0', grad_fn=<DivBackward0>)
62 tensor(1.5412, device='cuda:0', grad_fn=<DivBackward0>)
63 tensor(1.5393, device='cuda:0', grad_fn=<DivBackward0>)
64 tensor(1.5372, device='cuda:0', grad_fn=<DivBackward0>)
65 tensor(1.5347, device='cuda:0', grad_fn=<DivBackward0>)
66 tensor(1.5321, device='cuda:0', grad_fn=<DivBackward0>)
67 tensor(1.5291, device='cuda:0', grad_fn=<DivBackward0>)
68 tensor(1.5271, device='cuda:0', grad_fn=<DivBackward0>)
69 tensor(1.5251, device='cuda:0', grad_fn=<DivBackward0>)
70 tensor(1.5224, device='cuda:0', grad_fn=<DivBackward0>)
71 tensor(1.5198, device='cuda:0', grad_fn=<DivBackward0>)
72 tensor(1.5181, device='cuda:0', grad_fn=<DivBackward0>)
73 tensor(1.5155, device='cuda:0', grad_fn=<DivBackward0>)
74 tensor(1.5132, device='cuda:0', grad_fn=<DivBackward0>)
75 tensor(1.5115, device='cuda:0', grad_fn=<DivBackward0>)
76 tensor(1.5087, device='cuda:0', grad_fn=<DivBackward0>)
77 tensor(1.5064, device='cuda:0', grad_fn=<DivBackward0>)
78 tensor(1.5040, device='cuda:0', grad_fn=<DivBackward0>)
79 tensor(1.5018, device='cuda:0', grad_fn=<DivBackward0>)
80 tensor(1.4992, device='cuda:0', grad_fn=<DivBackward0>)
81 tensor(1.4971, device='cuda:0', grad_fn=<DivBackward0>)
82 tensor(1.4949, device='cuda:0', grad_fn=<DivBackward0>)
83 tensor(1.4928, device='cuda:0', grad_fn=<DivBackward0>)
84 tensor(1.4901, device='cuda:0', grad_fn=<DivBackward0>)
85 tensor(1.4879, device='cuda:0', grad_fn=<DivBackward0>)
86 tensor(1.4852, device='cuda:0', grad_fn=<DivBackward0>)
87 tensor(1.4834, device='cuda:0', grad_fn=<DivBackward0>)
88 tensor(1.4809, device='cuda:0', grad_fn=<DivBackward0>)
89 tensor(1.4782, device='cuda:0', grad_fn=<DivBackward0>)
90 tensor(1.4764, device='cuda:0', grad_fn=<DivBackward0>)
91 tensor(1.4735, device='cuda:0', grad_fn=<DivBackward0>)
92 tensor(1.4714, device='cuda:0', grad_fn=<DivBackward0>)
93 tensor(1.4692, device='cuda:0', grad_fn=<DivBackward0>)
94 tensor(1.4672, device='cuda:0', grad_fn=<DivBackward0>)
95 tensor(1.4647, device='cuda:0', grad_fn=<DivBackward0>)
96 tensor(1.4624, device='cuda:0', grad_fn=<DivBackward0>)
97 tensor(1.4603, device='cuda:0', grad_fn=<DivBackward0>)
98 tensor(1.4580, device='cuda:0', grad_fn=<DivBackward0>)
99 tensor(1.4559, device='cuda:0', grad_fn=<DivBackward0>)
Train f-1: 35.78805931097156
Test f-1: 28.98057393433292
Learning rate: 0.1
Batch size: 50
-------------------
0 tensor(1.7773, device='cuda:0', grad_fn=<DivBackward0>)
1 tensor(1.6604, device='cuda:0', grad_fn=<DivBackward0>)
2 tensor(1.6033, device='cuda:0', grad_fn=<DivBackward0>)
3 tensor(1.5635, device='cuda:0', grad_fn=<DivBackward0>)
4 tensor(1.5279, device='cuda:0', grad_fn=<DivBackward0>)
5 tensor(1.4897, device='cuda:0', grad_fn=<DivBackward0>)
6 tensor(1.4527, device='cuda:0', grad_fn=<DivBackward0>)
7 tensor(1.4159, device='cuda:0', grad_fn=<DivBackward0>)
8 tensor(1.3763, device='cuda:0', grad_fn=<DivBackward0>)
9 tensor(1.3348, device='cuda:0', grad_fn=<DivBackward0>)
10 tensor(1.2917, device='cuda:0', grad_fn=<DivBackward0>)
11 tensor(1.2461, device='cuda:0', grad_fn=<DivBackward0>)
12 tensor(1.1994, device='cuda:0', grad_fn=<DivBackward0>)
13 tensor(1.1514, device='cuda:0', grad_fn=<DivBackward0>)
14 tensor(1.1031, device='cuda:0', grad_fn=<DivBackward0>)
15 tensor(1.0549, device='cuda:0', grad_fn=<DivBackward0>)
16 tensor(1.0059, device='cuda:0', grad_fn=<DivBackward0>)
17 tensor(0.9540, device='cuda:0', grad_fn=<DivBackward0>)
18 tensor(0.9062, device='cuda:0', grad_fn=<DivBackward0>)
19 tensor(0.8582, device='cuda:0', grad_fn=<DivBackward0>)
20 tensor(0.8109, device='cuda:0', grad_fn=<DivBackward0>)
21 tensor(0.7625, device='cuda:0', grad_fn=<DivBackward0>)
22 tensor(0.7185, device='cuda:0', grad_fn=<DivBackward0>)
23 tensor(0.6765, device='cuda:0', grad_fn=<DivBackward0>)
24 tensor(0.6325, device='cuda:0', grad_fn=<DivBackward0>)
25 tensor(0.5926, device='cuda:0', grad_fn=<DivBackward0>)
26 tensor(0.5519, device='cuda:0', grad_fn=<DivBackward0>)
27 tensor(0.5177, device='cuda:0', grad_fn=<DivBackward0>)
28 tensor(0.4790, device='cuda:0', grad_fn=<DivBackward0>)
29 tensor(0.4463, device='cuda:0', grad_fn=<DivBackward0>)
30 tensor(0.4153, device='cuda:0', grad_fn=<DivBackward0>)
31 tensor(0.3867, device='cuda:0', grad_fn=<DivBackward0>)
32 tensor(0.3578, device='cuda:0', grad_fn=<DivBackward0>)
33 tensor(0.3322, device='cuda:0', grad_fn=<DivBackward0>)
34 tensor(0.3060, device='cuda:0', grad_fn=<DivBackward0>)
35 tensor(0.2852, device='cuda:0', grad_fn=<DivBackward0>)
36 tensor(0.2662, device='cuda:0', grad_fn=<DivBackward0>)
37 tensor(0.2465, device='cuda:0', grad_fn=<DivBackward0>)
38 tensor(0.2276, device='cuda:0', grad_fn=<DivBackward0>)
39 tensor(0.2099, device='cuda:0', grad_fn=<DivBackward0>)
40 tensor(0.1968, device='cuda:0', grad_fn=<DivBackward0>)
41 tensor(0.1844, device='cuda:0', grad_fn=<DivBackward0>)
42 tensor(0.1692, device='cuda:0', grad_fn=<DivBackward0>)
43 tensor(0.1582, device='cuda:0', grad_fn=<DivBackward0>)
44 tensor(0.1472, device='cuda:0', grad_fn=<DivBackward0>)
45 tensor(0.1382, device='cuda:0', grad_fn=<DivBackward0>)
46 tensor(0.1295, device='cuda:0', grad_fn=<DivBackward0>)
47 tensor(0.1214, device='cuda:0', grad_fn=<DivBackward0>)
48 tensor(0.1153, device='cuda:0', grad_fn=<DivBackward0>)
49 tensor(0.1080, device='cuda:0', grad_fn=<DivBackward0>)
50 tensor(0.1025, device='cuda:0', grad_fn=<DivBackward0>)
51 tensor(0.0980, device='cuda:0', grad_fn=<DivBackward0>)
52 tensor(0.0913, device='cuda:0', grad_fn=<DivBackward0>)
53 tensor(0.0869, device='cuda:0', grad_fn=<DivBackward0>)
54 tensor(0.0810, device='cuda:0', grad_fn=<DivBackward0>)
55 tensor(0.0786, device='cuda:0', grad_fn=<DivBackward0>)
56 tensor(0.0741, device='cuda:0', grad_fn=<DivBackward0>)
57 tensor(0.0715, device='cuda:0', grad_fn=<DivBackward0>)
58 tensor(0.0691, device='cuda:0', grad_fn=<DivBackward0>)
59 tensor(0.0655, device='cuda:0', grad_fn=<DivBackward0>)
60 tensor(0.0631, device='cuda:0', grad_fn=<DivBackward0>)
61 tensor(0.0602, device='cuda:0', grad_fn=<DivBackward0>)
62 tensor(0.0595, device='cuda:0', grad_fn=<DivBackward0>)
63 tensor(0.0570, device='cuda:0', grad_fn=<DivBackward0>)
64 tensor(0.0537, device='cuda:0', grad_fn=<DivBackward0>)
65 tensor(0.0536, device='cuda:0', grad_fn=<DivBackward0>)
Train f-1: 99.46369253128165
Test f-1: 35.46584778098062
Learning rate: 0.1
Batch size: 100
-------------------
0 tensor(1.8139, device='cuda:0', grad_fn=<DivBackward0>)
1 tensor(1.7320, device='cuda:0', grad_fn=<DivBackward0>)
2 tensor(1.6729, device='cuda:0', grad_fn=<DivBackward0>)
3 tensor(1.6323, device='cuda:0', grad_fn=<DivBackward0>)
4 tensor(1.6047, device='cuda:0', grad_fn=<DivBackward0>)
5 tensor(1.5811, device='cuda:0', grad_fn=<DivBackward0>)
6 tensor(1.5600, device='cuda:0', grad_fn=<DivBackward0>)
7 tensor(1.5396, device='cuda:0', grad_fn=<DivBackward0>)
8 tensor(1.5190, device='cuda:0', grad_fn=<DivBackward0>)
9 tensor(1.4991, device='cuda:0', grad_fn=<DivBackward0>)
10 tensor(1.4786, device='cuda:0', grad_fn=<DivBackward0>)
11 tensor(1.4583, device='cuda:0', grad_fn=<DivBackward0>)
12 tensor(1.4379, device='cuda:0', grad_fn=<DivBackward0>)
13 tensor(1.4169, device='cuda:0', grad_fn=<DivBackward0>)
14 tensor(1.3948, device='cuda:0', grad_fn=<DivBackward0>)
15 tensor(1.3731, device='cuda:0', grad_fn=<DivBackward0>)
16 tensor(1.3501, device='cuda:0', grad_fn=<DivBackward0>)
17 tensor(1.3275, device='cuda:0', grad_fn=<DivBackward0>)
18 tensor(1.3033, device='cuda:0', grad_fn=<DivBackward0>)
19 tensor(1.2788, device='cuda:0', grad_fn=<DivBackward0>)
20 tensor(1.2543, device='cuda:0', grad_fn=<DivBackward0>)
21 tensor(1.2276, device='cuda:0', grad_fn=<DivBackward0>)
22 tensor(1.2019, device='cuda:0', grad_fn=<DivBackward0>)
23 tensor(1.1744, device='cuda:0', grad_fn=<DivBackward0>)
24 tensor(1.1481, device='cuda:0', grad_fn=<DivBackward0>)
25 tensor(1.1209, device='cuda:0', grad_fn=<DivBackward0>)
26 tensor(1.0923, device='cuda:0', grad_fn=<DivBackward0>)
27 tensor(1.0646, device='cuda:0', grad_fn=<DivBackward0>)
28 tensor(1.0382, device='cuda:0', grad_fn=<DivBackward0>)
29 tensor(1.0094, device='cuda:0', grad_fn=<DivBackward0>)
30 tensor(0.9815, device='cuda:0', grad_fn=<DivBackward0>)
31 tensor(0.9536, device='cuda:0', grad_fn=<DivBackward0>)
32 tensor(0.9256, device='cuda:0', grad_fn=<DivBackward0>)
33 tensor(0.8957, device='cuda:0', grad_fn=<DivBackward0>)
34 tensor(0.8705, device='cuda:0', grad_fn=<DivBackward0>)
35 tensor(0.8410, device='cuda:0', grad_fn=<DivBackward0>)
36 tensor(0.8152, device='cuda:0', grad_fn=<DivBackward0>)
37 tensor(0.7889, device='cuda:0', grad_fn=<DivBackward0>)
38 tensor(0.7634, device='cuda:0', grad_fn=<DivBackward0>)
39 tensor(0.7354, device='cuda:0', grad_fn=<DivBackward0>)
40 tensor(0.7107, device='cuda:0', grad_fn=<DivBackward0>)
41 tensor(0.6871, device='cuda:0', grad_fn=<DivBackward0>)
42 tensor(0.6635, device='cuda:0', grad_fn=<DivBackward0>)
43 tensor(0.6390, device='cuda:0', grad_fn=<DivBackward0>)
44 tensor(0.6163, device='cuda:0', grad_fn=<DivBackward0>)
45 tensor(0.5949, device='cuda:0', grad_fn=<DivBackward0>)
46 tensor(0.5721, device='cuda:0', grad_fn=<DivBackward0>)
47 tensor(0.5496, device='cuda:0', grad_fn=<DivBackward0>)
48 tensor(0.5303, device='cuda:0', grad_fn=<DivBackward0>)
49 tensor(0.5103, device='cuda:0', grad_fn=<DivBackward0>)
50 tensor(0.4919, device='cuda:0', grad_fn=<DivBackward0>)
51 tensor(0.4721, device='cuda:0', grad_fn=<DivBackward0>)
52 tensor(0.4540, device='cuda:0', grad_fn=<DivBackward0>)
53 tensor(0.4378, device='cuda:0', grad_fn=<DivBackward0>)
54 tensor(0.4209, device='cuda:0', grad_fn=<DivBackward0>)
55 tensor(0.4037, device='cuda:0', grad_fn=<DivBackward0>)
56 tensor(0.3877, device='cuda:0', grad_fn=<DivBackward0>)
57 tensor(0.3728, device='cuda:0', grad_fn=<DivBackward0>)
58 tensor(0.3605, device='cuda:0', grad_fn=<DivBackward0>)
59 tensor(0.3463, device='cuda:0', grad_fn=<DivBackward0>)
60 tensor(0.3315, device='cuda:0', grad_fn=<DivBackward0>)
61 tensor(0.3202, device='cuda:0', grad_fn=<DivBackward0>)
62 tensor(0.3076, device='cuda:0', grad_fn=<DivBackward0>)
63 tensor(0.2948, device='cuda:0', grad_fn=<DivBackward0>)
64 tensor(0.2845, device='cuda:0', grad_fn=<DivBackward0>)
65 tensor(0.2733, device='cuda:0', grad_fn=<DivBackward0>)
66 tensor(0.2632, device='cuda:0', grad_fn=<DivBackward0>)
67 tensor(0.2538, device='cuda:0', grad_fn=<DivBackward0>)
68 tensor(0.2441, device='cuda:0', grad_fn=<DivBackward0>)
69 tensor(0.2349, device='cuda:0', grad_fn=<DivBackward0>)
70 tensor(0.2259, device='cuda:0', grad_fn=<DivBackward0>)
71 tensor(0.2177, device='cuda:0', grad_fn=<DivBackward0>)
72 tensor(0.2098, device='cuda:0', grad_fn=<DivBackward0>)
73 tensor(0.2027, device='cuda:0', grad_fn=<DivBackward0>)
74 tensor(0.1958, device='cuda:0', grad_fn=<DivBackward0>)
75 tensor(0.1879, device='cuda:0', grad_fn=<DivBackward0>)
76 tensor(0.1814, device='cuda:0', grad_fn=<DivBackward0>)
77 tensor(0.1755, device='cuda:0', grad_fn=<DivBackward0>)
78 tensor(0.1687, device='cuda:0', grad_fn=<DivBackward0>)
79 tensor(0.1629, device='cuda:0', grad_fn=<DivBackward0>)
80 tensor(0.1584, device='cuda:0', grad_fn=<DivBackward0>)
81 tensor(0.1527, device='cuda:0', grad_fn=<DivBackward0>)
82 tensor(0.1486, device='cuda:0', grad_fn=<DivBackward0>)
83 tensor(0.1437, device='cuda:0', grad_fn=<DivBackward0>)
84 tensor(0.1387, device='cuda:0', grad_fn=<DivBackward0>)
85 tensor(0.1345, device='cuda:0', grad_fn=<DivBackward0>)
86 tensor(0.1301, device='cuda:0', grad_fn=<DivBackward0>)
87 tensor(0.1258, device='cuda:0', grad_fn=<DivBackward0>)
88 tensor(0.1229, device='cuda:0', grad_fn=<DivBackward0>)
89 tensor(0.1189, device='cuda:0', grad_fn=<DivBackward0>)
90 tensor(0.1148, device='cuda:0', grad_fn=<DivBackward0>)
91 tensor(0.1114, device='cuda:0', grad_fn=<DivBackward0>)
92 tensor(0.1083, device='cuda:0', grad_fn=<DivBackward0>)
93 tensor(0.1056, device='cuda:0', grad_fn=<DivBackward0>)
94 tensor(0.1027, device='cuda:0', grad_fn=<DivBackward0>)
95 tensor(0.0992, device='cuda:0', grad_fn=<DivBackward0>)
96 tensor(0.0968, device='cuda:0', grad_fn=<DivBackward0>)
97 tensor(0.0943, device='cuda:0', grad_fn=<DivBackward0>)
98 tensor(0.0923, device='cuda:0', grad_fn=<DivBackward0>)
99 tensor(0.0893, device='cuda:0', grad_fn=<DivBackward0>)
Train f-1: 98.70547287372553
Test f-1: 34.41512143811282
Learning rate: 0.1
Batch size: 500
-------------------
0 tensor(1.8998, device='cuda:0', grad_fn=<DivBackward0>)
1 tensor(1.8362, device='cuda:0', grad_fn=<DivBackward0>)
2 tensor(1.8038, device='cuda:0', grad_fn=<DivBackward0>)
3 tensor(1.7817, device='cuda:0', grad_fn=<DivBackward0>)
4 tensor(1.7652, device='cuda:0', grad_fn=<DivBackward0>)
5 tensor(1.7513, device='cuda:0', grad_fn=<DivBackward0>)
6 tensor(1.7384, device='cuda:0', grad_fn=<DivBackward0>)
7 tensor(1.7256, device='cuda:0', grad_fn=<DivBackward0>)
8 tensor(1.7124, device='cuda:0', grad_fn=<DivBackward0>)
9 tensor(1.6988, device='cuda:0', grad_fn=<DivBackward0>)
10 tensor(1.6853, device='cuda:0', grad_fn=<DivBackward0>)
11 tensor(1.6727, device='cuda:0', grad_fn=<DivBackward0>)
12 tensor(1.6612, device='cuda:0', grad_fn=<DivBackward0>)
13 tensor(1.6509, device='cuda:0', grad_fn=<DivBackward0>)
